"nid","published","created","changed","URL","Collection Name","NK Import ID","Institution Name","Institutional Code/Acronym","Collection Code","URL for collection","URL for collection's specimen catalog/database","URL for collection's webservices","Collection Description","Collection Content Type","Preservation Type","Accession Status (Yes=Institutional, No=Project)","Mailing Address 1","Mailing Address 2","Mailing Address 3","City/Town","State/Province","Postal/Zip Code","Country","Physical Address 1","Physical Address 2","Physical Address 3","City/Town","State/Province","Postal/Zip Code","Country","Primary Contact","Status of Collection: Active?","LSID"
"25438","Yes","30 November 2016 - 12:30pm EST","30 November 2016 - 3:51pm EST","http://usfsc.grscicoll.org/institutional-collection/tuberculosis-serum-bank","Tuberculosis Serum Bank",,"25437",,"TBSERUM",,,,"The Tuberculosis (TB) Serum Bank, curated by Veterinary Services (VS) at their National Veterinary Services Laboratories (NVSL), provides well-characterized serum samples collected from both uninfected bovines (cattle) and cervids (deer and elk) and animals infected with Mycobacterium bovis, the causative agent of bovine TB. The bank currently contains approximately 9000 samples, with additional samples being added annually. This bank has been used by diagnostic companies developing tests to detect TB in both bovines and cervids, and by university researchers studying this disease.","Biological: Biofluids (blood, urine, etc.) (non-human)","Storage Environment: Frozen (-20)","Yes","USDA-APHIS-VS-NVSL","1920 Dayton Ave",,"Ames","IA","50010","USA",,,,,,,,"25435","Yes",
"25439","Yes","1 December 2016 - 12:51pm EST","1 December 2016 - 12:58pm EST","http://usfsc.grscicoll.org/institutional-collection/dolores-archaeological-program","Dolores Archaeological Program",,"24306",,"1978.1","https://www.blm.gov/co/st/en/fo/ahc/dolores_archaeological.html",,"https://www.blm.gov/co/st/en/fo/ahc/collections_and_research/access.html","During six field seasons (1978-1983) Dolores Program archaeologistssurveyed and recorded 1,626 archaeological sites on 16,000+ acres in the project area. They fully excavated 125 sites, and collected over 1.5 million artifacts-- including historic glass bottles, a prehistoric bone tool kit, and thousands of ceramic vessels and fragments (sherds). DAP maps, photos, and records provide a vast knowledge base that otherwise would have disappeared forever.","Archaeological: C-14 Samples","Storage Environment: Ambient controlled (indoors)","Yes","27501 Highway 184",,,"Dolores","CO","81323","USA",,,,,,,,"24305","Yes",
"25440","Yes","2 December 2016 - 9:30am EST","2 December 2016 - 12:34pm EST","http://usfsc.grscicoll.org/institutional-collection/usgs-woods-hole-coastal-and-marine-science-center-sample-collections","USGS Woods Hole Coastal and Marine Science Center Sample Collections",,"24234",,"USGSWH","http://woodshole.er.usgs.gov/operations/ia/samprepo/","http://woodshole.er.usgs.gov/operations/ia/samprepo/searchcat.html",,"The U.S. Geological Survey (USGS) Woods Hole Coastal and Marine Science Center (WHCMSC) Samples Repository preserves geological, biological, and geochemical samples collected through research sponsored by the WHCMSC, or given into the custody of the USGS.  The bulk of these sample collections consist of marine sediment cores, grab samples, and dredged rock samples, as well as sample slides and subsamples, which are derivative products from these cores, grabs, and dredges.  The Samples Repository also maintains small collections of other sample types such as corals, water samples, and peel samples.","Earth & Planetary: Rocks","Sample Treatment: Slide mount","Yes","U.S. Geological Survey","Woods Hole Coastal and Marine Science Center","384 Woods Hole Road","Woods Hole","Massachusetts","02543-1598","USA",,,,,,,,"24233","Yes",
"25449","Yes","7 December 2016 - 10:50am EST","7 December 2016 - 12:00pm EST","http://usfsc.grscicoll.org/institutional-collection/marine-environmental-specimen-bank","Marine Environmental Specimen Bank",,"25307",,"Marine ESB","https://www.nist.gov/programs-projects/marine-environmental-specimen-bank",,"https://www.nist.gov/programs-projects/marine-environmental-specimen-bank","The Marine Environmental Specimen Bank (Marine ESB) was established by the National Institute of Standards and Technology (NIST) in 2002 at the Hollings Marine Laboratory, Charleston, South Carolina. It is devoted to the cryogenic banking of marine environmental specimens (e.g., fish tissues, mussels, oysters, marine mammal tissues, bird eggs and feathers, sea turtle tissues and eggs, coral tissues and coral ecosystem specimens) as part of ongoing research and monitoring programs conducted in the marine and coastal environment of the USA, including Alaska and the Pacific Islands Region. In addition, the Marine ESB houses all samples (e.g., human livers, marine sediments, fish tissues, mussels, oysters, human diet samples) that were maintained at the former NIST National Biomonitoring Specimen Bank (NBSB) which was established in 1979. The Marine ESB is specifically designed to cryogenically store these environmental specimens over long periods of time (50-100 years). A systematic well-designed specimen bank program is not only a valuable component of realtime monitoring and basic research, but it also enables future investigators to extend their research into the past (hind casting) and provides for future verification of analytical results (quality assurance). The Marine ESB is an important resource of research materials that are used to document geographic and temporal trends in &ldquo;new&rdquo; pollutants, changes in transport and accumulation of &ldquo;old&rdquo; pollutants in the environment that might be related to climate change, and to study temporal changes in marine animal health through application of future new analytical and biochemical techniques. Additionally, samples are not limited to just pollution research but have also been used to determine cellular and biomolecular measurements, RNA analysis for genetics and evolutionary studies, as well as food web studies through stable isotope and fatty acid analysis.  Standardized protocols are developed by NIST for collecting and archiving tissues and fluids which are designed to: (1) provide sufficient material for multiple analyses, (2) minimize the possibility of sample change and/or loss during storage, (3) minimize inadvertent contamination during sample handling and ensure sample integrity, (4) provide for long-term sample stability through cryogenic techniques, and (5) track and maintain a record of sample history.","Biological: Animal-derived (skins, eggs, feathers, etc.)","Storage Environment: Frozen (-132 - -196)","Yes","331 Ft Johnson Road","Hollings Marine Laboratory",,"Charleston","SC","29412","USA",,,,,,,,"24711","Yes",
"25454","Yes","12 December 2016 - 4:56pm EST","13 December 2016 - 5:01pm EST","http://usfsc.grscicoll.org/institutional-collection/usgs-core-research-center-core-and-cuttings-collection","USGS Core Research Center Core and Cuttings Collection",,"25444",,"USGSCRC","http://geology.cr.usgs.gov/crc/","https://my.usgs.gov/crcwc/",,"The Core Research Center (CRC) collection consists of cores from more than 9,500 wells from 33 states, and cuttings from more than 52,000 wells in 27 states.  In addition, the CRC maintains over 25,000 thin sections created from the cataloged cores and cuttings and makes files containing chemical and physical analyses, performed by previous users of the collection, available for download.  Most of the materials were produced during drilling by private companies while conducting oil, gas or mineral exploration. Eventually, they were donated to the CRC and are now available to all researchers.  These materials provide a unique view into the earth&rsquo;s subsurface and are used for a wide variety of scientific applications.","Earth & Planetary: Minerals","Storage Environment: Ambient controlled (indoors)","Yes","USGS Core Research Center","Mail Stop 975","Box 25046, Denver Federal Center","Denver","CO","80225","USA","USGS Core Research Center","101 South Kipling St., Denver Federal Center","Building 810, Door S-25","Denver","CO","80225","USA","25443","Yes",
"25501","Yes","2 February 2017 - 9:44pm EST","3 February 2017 - 10:09am EST","http://usfsc.grscicoll.org/institutional-collection/usgs-pacific-coastal-and-marine-science-center-west-coast-sample","USGS Pacific Coastal and Marine Science Center West Coast Sample Collections",,"25500",,"PCMSC","https://cmgds.marine.usgs.gov","https://www.ngdc.noaa.gov/docucomp/page?xml=NOAA/NESDIS/NGDC/MGG/Geology/iso/xml/archived-data_USGS-PCMSC-sample-repository.xml&view=getDataView&header=none","https://walrus.wr.usgs.gov","The USGS Pacific Coastal and Marine Science Center (PCMSC) are primarily a marine and coastal research group, although we study lacustrine and fluvial environments as well.  The collection includes a range of materials primarily from the western coast of the conterminous United States but with additional samples from Alaska, and the south Pacific. PCMSC maintains a collection of whole and split ocean sediment cores, core subsamples, and associated data acquired during analyses of these materials. Our collections include not only core samples (sediment and drill core), but also rocks and minerals dreged from the ocean floor, slides of microfossils, analog and digital records associted with our field work such as seafloor mapping, seismic surveys.  For the variety of data types please go to: https://cmgds.marine.usgs.gov.","Paleontological: Invertebrate Microfossils","Sample Treatment: Dried","Yes","USGS Pacific Coastal and marine Science Center","2885 Mission Street",,"Santa Cruz","California","95060","USA",,,,,,,,"25491","Yes",
"25505","Yes","8 February 2017 - 12:20pm EST","17 February 2017 - 4:06pm EST","http://usfsc.grscicoll.org/institutional-collection/shrub-sciences-lab-herbarium","Shrub Sciences Lab Herbarium",,"6817",,"SSLP",,"https://www.cloudvault.usda.gov/index.php/s/ZB0cqTMxPaQBPrl",,"The SSLP Herbarium currently has 7490 total specimens, with more than 5000 from Utah, but representations from other western states and 8 foreign countries. Artemisia (sagebrush) and Chrysothamnus (rabbitbrush) have the most collections followed by Salix (willow), Atriplex (saltbush), Astraglaus (loco weed), Eriogonum (wild buckwheat), and Carex (sedge). Major collectors are Sheryl Goodrich (2,873 specimens), E. Durant McArthur (1,047), and A. Clyde Blauer (839).","Biological: Plant-derived (bark, pollen, phytoliths, etc.)","Sample Treatment: Dried","Yes","Shrub Science Lab Herbarium","735 N 500 E",,"Provo","Utah","84606","USA",,,,,,,,"22305","Yes",
"25514","Yes","14 February 2017 - 1:06pm EST","14 February 2017 - 1:34pm EST","http://usfsc.grscicoll.org/institutional-collection/fda-history-office-artifacts","FDA History Office Artifacts",,"16358",,"16358",,,,"The FDA History Office Artifacts collection consists of historical commodities regulated by FDA (though some of these either preceded regulatory authority or were eventually taken over by other agencies), equipment used by agency staff to conduct inspections or analytical work, and ephemeral items that fall beyond the above but nevertheless are relevant to FDA or its responsibilities. The collection represents of FDA&rsquo;s research, regulatory, and policy-making activities over the course of its existence, more than a century. It includes problematical products that have led to changes in laws and regulations; objects that represent changes in technology that beckon new regulatory approaches; and tools and analytical equipment used to carry out the mission of the agency in the field and the laboratory. Most of the artifacts the History Office possesses are stored on FDA&#39;s White Oak campus in Bldg 1, Room 1334. A collection of compressed food packaging from the 1990s that documents the impact of the Nutrition Labeling and Education Act of 1990 is housed in an off-site warehouse in Rockville, Maryland. Some historical laboratory notebooks are kept in the History Office&rsquo;s book collection, White Oak Bldg 1, Room 1201. Finally, selected other artifacts are displayed in approximately ten cases of various sizes around the White Oak campus. Objects are catalogued, photographed, and maintained in buffered, acid-free containers within Viking style steel cabinets. Some oversize items are maintained on covered open shelving.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","FDA History Office","White Oak Bldg 1, Rm 1334","10903 New Hampshire Ave","Silver Spring","MD","20993","USA",,,,,,,,"25511","Yes",
"25518","Yes","14 February 2017 - 6:20pm EST","15 February 2017 - 12:13pm EST","http://usfsc.grscicoll.org/institutional-collection/tree-core-archive","Tree core archive",,"25517",,"TREECORE",,,,,,,"No","Rocky Mountain Research Station","507 25th Street",,"Ogden","UT","84401","USA",,,,,,,,"25516","Yes",
"25519","Yes","14 February 2017 - 6:23pm EST","15 February 2017 - 12:13pm EST","http://usfsc.grscicoll.org/institutional-collection/soil-samples-p2-p3","Soil samples / P2 / P3",,"25517",,"SOIL",,,,,,,"No","Rocky Mountain Research Station","507 25th Street",,"Ogden","UT","84401","USA",,,,,,,,"25516","Yes",
"25520","Yes","14 February 2017 - 9:55pm EST","15 February 2017 - 12:15pm EST","http://usfsc.grscicoll.org/institutional-collection/bitterroot-national-forest-herbarium","Bitterroot National Forest Herbarium",,"7809",,"BNFH",,,,"The BNFH contains specimens from across western Montana and eastern Idaho including Missoula, Mineral, Ravalli, Flathead, Stillwater and Shoshone counties.     	     	1,237 specimen records    	206 (17%) georeferenced    	1,167 (94%) identified to species    	75 families    	328 genera    	670 species    	686 total taxa (including subsp. and var.)","Biological: Preserved organisms, their parts & products",,"Yes","1801 N. First St.",,,"Hamilton","Montana","59840","USA",,,,,,,,"22845","Yes",
"25521","Yes","14 February 2017 - 10:12pm EST","15 February 2017 - 12:19pm EST","http://usfsc.grscicoll.org/institutional-collection/terrestrial-ecological-unit-inventory-herbarium","Terrestrial Ecological Unit Inventory Herbarium",,"6957",,"TEUI","http://swbiodiversity.org/seinet/index.php","http://swbiodiversity.org/seinet/index.php",,"Over 5,000 herbarium specimens from the United States Forest Service Southwest Region 3 (Arizona and New Mexico), including the Tonto, Gila, Coconino, Prescott, Coronado, Santa Fe, and Kaibab National Forests; and the Valles Caldera Preserve.","Biological: Plant-derived (bark, pollen, phytoliths, etc.)","Sample Treatment: Pressed","Yes","Tonto National Forest","2324 E. McDowell Rd.",,"Phoenix","Arizona","85006","USA",,,,,,,,"21090","Yes",
"25522","Yes","14 February 2017 - 10:31pm EST","15 February 2017 - 12:15pm EST","http://usfsc.grscicoll.org/institutional-collection/southern-forest-range-program-herbarium","Southern Forest Range Program Herbarium",,"6676",,"SFRPH",,,,"Vascular plants, especially Asteraceae, Cyperaceae, and Poaceae of Louisiana and southeastern U.S.",,,"Yes","Kisatchie National Forest","2500 Shreveport Highway",,"Pineville","Louisiana","71360","USA",,,,,,,,"21391","Yes",
"25523","Yes","14 February 2017 - 10:47pm EST","15 February 2017 - 12:16pm EST","http://usfsc.grscicoll.org/institutional-collection/rmrs-missoula-herbarium","RMRS - Missoula Herbarium",,"5995",,"MRCH",,,,,,,"Yes","P.O. Box 8089",,,"Missoula","Montana","59807-8089","USA",,,,,,,,"13162","Yes",
"25524","Yes","15 February 2017 - 10:30am EST","15 February 2017 - 12:18pm EST","http://usfsc.grscicoll.org/institutional-collection/manti-lasal-national-forest-herbarium","Manti-LaSal National Forest Herbarium",,"5864",,"MALSH",,,,"Herbarium with 3200 specimens of vascular plants of Wasatch Plateau, LaSal and Abajo mountains, and southern Utah.",,,"Yes","599 West Price River Drive",,,"Price","Utah","84501","USA",,,,,,,,"11934","Yes",
"25525","Yes","15 February 2017 - 10:48am EST","15 February 2017 - 12:19pm EST","http://usfsc.grscicoll.org/institutional-collection/usdafs-klamath-national-forest-herbarium","USDA/FS, Klamath National Forest Herbarium",,"5602",,"KNFYH",,,,"Secondary Contact: Erin Lonergan    	Email: erinrlonergan@fs.fed.us    	Tel.: (530) 841-4403","Biological: Preserved organisms, their parts & products",,"Yes","Resources Department","1312 Fairlane Road",,"Yreka","California","96097","USA",,,,,,,,"13344","Yes",
"25526","Yes","15 February 2017 - 11:01am EST","15 February 2017 - 12:20pm EST","http://usfsc.grscicoll.org/institutional-collection/critchfield-memorial-herbarium","Critchfield Memorial Herbarium",,"5390",,"IFGPH",,"https://www.fs.fed.us/psw/topics/forest_genetics/critchfield_herbarium/index.php",,"The Critchfield Memorial Herbarium, named in memory of the late William Burke Critchfield for his &quot;contributions to understanding genetic variation, hybridization, growth and development, biogeography, paleobotany, systematics, and taxonomy of forest trees&quot;, is located at the Institute of Forest Genetics in Placerville, California. The herbarium is renowned for the quality of its collections, focusing on the genus Pinus. It contains over 4,000 specimens, including samples of nearly all of the worlds pines- probably the most complete in the world. The Critchfield Herbarium was recently renovated using funds generously donated by the Eddy Fund.",,,"Yes","2480 Carson Road",,,"Placerville","California","95667","USA",,,,,,,,"23364","Yes",
"25527","Yes","15 February 2017 - 11:20am EST","15 February 2017 - 12:20pm EST","http://usfsc.grscicoll.org/institutional-collection/eddy-arboretum-institute-forest-genetics","Eddy Arboretum (Institute of Forest Genetics)",,"15542",,"IFGA","https://www.fs.fed.us/psw/locations/placerville/arboretum.shtml",,,"The Eddy Arboretum was established in 1926. It contains 78 pine species, 24 firs and many other conifers.",,,"Yes","2480 Carson Road Placerville",,,"Placerville","California","95667","USA",,,,,,,,"23364","Yes",
"25528","Yes","15 February 2017 - 11:39am EST","15 February 2017 - 12:20pm EST","http://usfsc.grscicoll.org/institutional-collection/bridger-teton-national-forest-herbarium","Bridger Teton National Forest Herbarium",,"7898",,"BTNFH",,,,,,,"Yes","Fire Management Building","P.O. Box 1888",,"Jackson","Wyoming","83001","USA",,,,,,,,"20330","Yes",
"25536","Yes","23 February 2017 - 11:55am EST","24 February 2017 - 3:29pm EST","http://usfsc.grscicoll.org/institutional-collection/nrs-group-3-herbarium","NRS Group 3 Herbarium",,"25534",,"NRSGH",,,,"A collection of mounted plant specimens used as vouchers for research projects and for training of staff.  The collection is about 1400 herbarium sheets and contained in two herbarium cabinets.  A database in Access that also serves to make the labels is used to track existing and new records.","Biological: Preserved organisms, their parts & products","Sample Treatment: Pressed","Yes","USDA/FS,NRS C/O Cynthia Huebner","180 Canfield St",,"Morgantown","WV","26505","USA",,,,,,,,"25510","Yes",
"25537","Yes","23 February 2017 - 12:09pm EST","24 February 2017 - 3:30pm EST","http://usfsc.grscicoll.org/institutional-collection/irvine-herbarium","Irvine Herbarium",,"25535",,"NRSIH",,,,,"Biological: Preserved organisms, their parts & products","Sample Treatment: Dried","Yes","Forestry Sciences Laboratory","335 National Forge Road","PO Box 267","Irvine","PA","16329","USA",,,,,,,,"25515","Yes",
"25539","Yes","23 February 2017 - 12:47pm EST","24 February 2017 - 3:31pm EST","http://usfsc.grscicoll.org/institutional-collection/fire-history-tree-ring-specimens","Fire History Tree-Ring Specimens",,"25538",,"FIRE",,,,"This collection includes approximately 400 cubic feet of tree-ring specimens (partial cross sections and increment cores) collected primarily from conifers in western North America, and associated metadata. These specimens were collected over a period of decades to support research on the history of forest fires and climate of the past few centuries. Analyses of the data generated from most of these wood specimens have been published in peer-reviewed journal articles or Forest Service publications and made publicly available (www.treesearch.fs.fed.us/). The data are publicly archived (www.ncdc.noaa.gov/data-access/ paleoclimatology-data/datasets/fire-history). The Forest Service currently lacks a facility for permanently maintaining this wood collection and making it publicly available, so in 2017 and 2018 this collection will be transferred to the Laboratory of Tree-Ring Research at the University of Arizona, a federally and internationally recognized repository for tree-ring research specimens, metadata, and related materials that has policies and procedures in places for public access.","Biological: Plant-derived (bark, pollen, phytoliths, etc.)","Sample Treatment: Dried","No","USDA Forest Service, Rocky Mountain Research Station","Fire Sciences Laboratory","5775 US West Highway 10","Missoula","Montana","59808","USA",,,,,,,,"25531","Yes",
"25541","Yes","23 February 2017 - 2:46pm EST","24 February 2017 - 3:32pm EST","http://usfsc.grscicoll.org/institutional-collection/moscow-forest-pathology-laboratory-fungal-culture-collection","Moscow Forest Pathology Laboratory Fungal Culture Collection",,"25540",,"MOSCOWF",,,,"The living fungal culture collection is housed in a USDA APHIS PPQ-approved containment facility for tree-associated fungi of domestic and international origin, including forest pathogens (e.g,, Armillaria, Fusarium, Phellinus, and Raffaelea), decomposers, endophytes, and saprophytes.The Moscow fungal archive collection houses over 15,000 living specimens of current and historical origin, representing studies of more than 50 current and former Forest Service scientists over the last 40 years. Fungal collections originate from 35 states and 27 countries.","Biological: Living organisms","Storage Environment: Frozen (-80)","Yes","USDA Forest Service, RMRS","Forestry Sciences Laboratory","1221 S. Main Street","Moscow","Idaho","83843","USA",,,,,,,,"25508","Yes",
"25543","Yes","23 February 2017 - 3:00pm EST","28 February 2017 - 11:36am EST","http://usfsc.grscicoll.org/institutional-collection/long-term-soil-productivity-collections","Long Term Soil Productivity Collections",,"25540",,"SOILC",,,,,"Earth & Planetary: Soils","Sample Treatment: Dried","No","USDA Forest Service, RMRS","1221 S. Main Street",,"Moscow","Idaho","83843","USA",,,,,,,,"25542","Yes",
"25544","Yes","23 February 2017 - 3:24pm EST","24 February 2017 - 3:33pm EST","http://usfsc.grscicoll.org/institutional-collection/rocky-mountain-forest-and-range-experiment-station-herbarium","Rocky Mountain Forest and Range Experiment Station Herbarium",,"7563",,"ALBUH",,,,"Forage plants of New Mexico and Arizona.",,,"Yes","2205 Columbia S.E.",,,"Albuquerque","New Mexico","87106","USA",,,,,,,,"10945","Yes",
"25796","Yes","27 February 2018 - 1:38pm EST","23 March 2018 - 11:28am EDT","http://usfsc.grscicoll.org/institutional-collection/fda-sffl-atlanta-filth-authentics-collection","FDA-SFFL - Atlanta Filth Authentics Collection",,"16358",,"FDA-SFFL-FIL",,,,,,,"Yes","Food and Drug Administration","Chemistry- Filth","60 8th St. N.E.","Atlanta","GA","30309","USA",,,,,,,,"25795","Yes",
"25834","Yes","19 April 2018 - 11:13am EDT","20 April 2018 - 4:22pm EDT","http://usfsc.grscicoll.org/institutional-collection/nffl-microanalytical-reference-collection","NFFL Microanalytical Reference Collection",,"16358",,"FDA-NFFL-FIL",,,,"Pinned insects; insects in alcohol vials; insects and parts mounted on slides; hairs mounted on slides","Biological: Animal-derived (skins, eggs, feathers, etc.)",,"Yes","158-15 Liberty Ave",,,"Jamaica","New York","11433","USA",,,,,,,,"25827","Yes",
